0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1.55941	-0.137825	1.56135	-0.135342	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339
1.62673	0.0198257	2.2904	-0.062999	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
3.89114	-0.133949	2.24363	-0.153747	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
3.9654	0.0728882	2.40889	0.0256133	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
6.85892	0.416084	3.34772	0.34269	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847
6.69461	0.438086	2.66717	-0.266099	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
9.07993	0.592205	2.12991	0.152775	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
9.09114	0.664392	2.37115	0.624118	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
11.5744	1.66591	2.59981	1.0001	11.5756	1.6669	11.3468	1.427	2.49328	0.600781
11.5346	1.62651	2.46037	0.715026	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
13.5959	2.31219	1.68655	0.685665	13.5921	2.31191	13.827	2.07905	2.5429	0.724947
13.6596	2.28322	2.1083	1.88592	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
16.6381	2.90618	3.70826	0.62835	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
16.5043	2.88677	3.08488	-0.83338	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
19.015	3.70109	2.08355	0.80696	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
19.0974	3.72282	2.30595	1.09985	19.363	3.87122	18.923	3.74161	2.61382	0.95648
21.332	4.73237	2.16225	1.00993	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
21.4092	4.74568	2.44265	1.64541	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
24.0772	5.57206	2.81417	0.83014	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953
24.1787	5.60506	2.99201	0.772142	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953
26.6101	6.95959	1.96168	1.35165	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647
26.6336	6.96119	2.26559	2.68855	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
29.5812	8.09243	3.44305	1.13869	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822
29.5392	8.08857	3.16038	0.111588	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822
31.9473	9.87527	1.86424	1.77849	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358
31.9248	9.85855	1.99813	2.75522	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358
34.6109	10.7047	3.14026	0.855397	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617
34.6891	10.7342	3.14462	0.120461	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617
37.1457	12.0847	1.94563	1.34435	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209
37.2448	12.1157	2.32777	2.41649	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209
40.3226	13.4696	3.65573	1.35944	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459
