0.312243	0.58034	0	0	0.312243	0.58034	0.6	0.6	5.19994	0
0.779913	0.722414	6.65259	1.97674	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686
1.19544	0.535057	10.3164	-0.0103694	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996
1.03225	0.563875	4.61248	2.60145	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781
1.35886	0.703609	4.97409	2.20741	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597
1.71943	0.648027	5.39412	1.08485	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323
2.03439	0.698752	5.51504	0.949911	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932
2.27634	0.698425	5.29739	0.733647	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389
2.56566	0.724748	5.35098	0.651829	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654
2.84779	0.709017	5.3356	0.423455	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668
3.09614	0.716534	5.3057	0.389517	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415
3.39198	0.64408	5.33294	0.0118751	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818
3.70692	0.57808	5.43016	-0.262001	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576
3.98871	0.594179	5.47794	-0.15792	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724
4.27087	0.583917	5.49238	-0.169514	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614
4.52797	0.601962	5.33993	-0.0892433	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238
4.71565	0.6757	5.19667	0.194163	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587
4.96775	0.671835	5.04515	0.132898	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649
5.27029	0.666615	5.13513	0.0832558	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413
5.53189	0.671916	5.27127	0.100426	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868
5.83243	0.68258	5.33647	0.110884	6.022	0.708619	5.78828	0.728072	5.15932	0.372999
6.07223	0.624949	5.13029	-0.0977947	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793
6.3264	0.7157	5.11598	0.194717	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233
6.57673	0.744518	5.06483	0.24942	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305
6.82278	0.744613	5.0532	0.213511	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999
7.0641	0.730236	4.87829	0.123975	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
7.27676	0.808714	4.81435	0.341557	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123
7.57711	0.8226	5.15914	0.34924	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
7.83222	0.801317	5.15824	0.237041	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
8.08007	0.818332	4.97775	0.237449	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915
8.31558	0.834946	4.95307	0.252847	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
