epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
0,0.1658921457,0.1658921457,0.0202739301138,0.0202739301138
1,0.100285453101,0.100285453101,0.0183837621007,0.0183837621007
2,0.0888427414552,0.0888427414552,0.018317377707,0.018317377707
3,0.083602849739,0.083602849739,0.0170519993175,0.0170519993175
